RANKING;COUNTRY;COU;PLAYER;MARKED;MATCHES;GOALS;DEBUT;POSITION;WC;WC_DESC;UCL/MUNDIALCLUB;UCL_DESC;EUROAMERICAN;EURO_DESC;BOTH;SOLO_AWARD;SOLO_AWARD2;AWARD_DESC;ENGLAND;SPAIN;ITALY;GERMANY;FRANCE;NONSTRIKER
24;AUT;AUT;Marko Arnautovic;1;130;47;2008;CENTER;0;;1;09/10 Champions League;0;;0;1;0;;0;0;1;0;0;0
23;ECU;ECU;Nilson Angulo;0;12;1;2021;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;John Mercado;0;6;0;2024;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;Leonardo Campana;0;20;1;2019;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;Alan Minda;0;18;2;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;Kevin Rodriguez;0;29;2;2022;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;Moises Caicedo;1;58;3;2020;CENTER;0;;1;2025 Club World Cup;0;;0;1;0;;1;0;0;0;0;1
23;ECU;ECU;Gonzalo Plata;0;47;8;2019;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
23;ECU;ECU;Enner Valencia;1;103;48;2012;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
22;KOR;KOR;Sang-bin Jeong;0;3;1;2021;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
22;KOR;KOR;Ji-sung Eom;0;6;2;2022;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
22;KOR;KOR;Hyeon-gyu Oh;0;24;6;2022;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
22;KOR;KOR;Kang-in Lee;0;44;10;2019;RIGHT;0;;1;24/25 Champions League;0;;0;0;0;;0;1;0;0;1;1
22;KOR;KOR;Hee-chan Hwang;0;75;16;2016;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
22;KOR;KOR;Heun-min Son;1;141;54;2010;LEFT;0;;0;;0;;0;1;0;;1;0;0;0;0;0
21;DEN;DEN;Mika Biereth;0;9;1;2025;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
21;DEN;DEN;Jacob Bruun Larsen;0;8;1;2019;LEFT;0;;0;;0;;0;0;0;;0;0;0;1;0;0
21;DEN;DEN;Jonas Wind;0;37;8;2020;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
21;DEN;DEN;Rasmus Holjund;0;31;13;2022;CENTER;0;;0;;0;;0;0;0;;1;0;0;0;0;0
21;DEN;DEN;Anders Dreyer;0;8;3;2021;RIGHT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
21;DEN;DEN;Gustav Isaksen;0;13;4;2024;RIGHT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
21;DEN;DEN;Kasper Dolberg;0;56;12;2016;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
21;DEN;DEN;Christian Eriksen;1;147;46;2010;CENTER;0;;0;;0;;0;1;0;;1;0;1;0;0;1
20;IRN;IRN;Mehdi Hashemnejad;0;7;0;2022;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
20;IRN;IRN;Mohammad Mohebi;0;32;12;2019;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
20;IRN;IRN;Ali Alipour;0;11;1;2018;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
20;IRN;IRN;Mohammadmehdi Mohebi;0;4;2;2025;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
20;IRN;IRN;Amirhossein Hosseizadeh;0;14;5;2022;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
20;IRN;IRN;Mehdi Ghayedi;0;25;7;2020;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
20;IRN;IRN;Mehdi Taremi;1;100;54;2015;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
19;SEN;SEN;Cheikh Sabaly;0;10;1;2023;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
19;SEN;SEN;Ibrahim Mbaye;0;2;1;2025;RIGHT;0;;1;24/25 Champions League;0;;0;0;0;;0;0;0;0;1;0
19;SEN;SEN;Krepin Diatta;0;51;2;2019;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
19;SEN;SEN;Nicolas Jackson;0;25;5;2022;CENTER;0;;1;2025 Club World Cup;0;;0;0;0;;1;0;0;0;0;0
19;SEN;SEN;Iliman Ndiaye;0;32;3;2022;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
19;SEN;SEN;Boulaye Dia;0;36;6;2020;CENTER;0;;0;;1;2022 African Cup of Nations;0;0;0;;0;0;0;0;0;0
19;SEN;SEN;Habib Diallo;0;36;8;2018;CENTER;0;;0;;1;2022 African Cup of Nations;0;0;0;;0;0;0;0;0;0
19;SEN;SEN;Ismaila Sarr;0;75;18;2016;RIGHT;0;;0;;1;2022 African Cup of Nations;0;0;0;;1;0;0;0;1;0
19;SEN;SEN;Cheriff Ndiaye;0;10;2;2024;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
19;SEN;SEN;Sadio Mane;1;117;50;2012;LEFT;0;;1;18/19 Champions League;1;2022 African Cup of Nations;1;1;0;;1;0;0;1;0;0
18;JPN;JPN;Shuto Machino;0;13;5;2022;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
18;JPN;JPN;Takefusa Kubo;0;48;7;2019;RIGHT;0;;0;;0;;0;0;0;;0;1;0;0;0;0
18;JPN;JPN;Keito Nakamura;0;22;10;2023;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
18;JPN;JPN;Ritsu Doan;0;62;11;2018;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
18;JPN;JPN;Junya Ito;0;66;14;2017;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
18;JPN;JPN;Ayase Ueda;0;36;16;2019;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
18;JPN;JPN;Takumi Minamino;1;73;26;2015;LEFT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
18;JPN;JPN;Daizen Maeda;0;26;4;2019;LEFT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
18;JPN;JPN;Yuki Soma;0;19;5;2019;RIGHT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
18;JPN;JPN;Koki Ogawa;0;13;10;2019;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
17;SUI;SUI;Andi Zeqiri;0;18;1;2021;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
17;SUI;SUI;Dan Ndoye;0;27;5;2022;RIGHT;0;;0;;0;;0;0;0;;0;0;1;0;0;0
17;SUI;SUI;Ruben Vargas;0;58;11;2019;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
17;SUI;SUI;Granit Xhaka;0;143;16;2011;CENTER;0;;0;;0;;0;1;0;;1;0;0;1;0;1
17;SUI;SUI;Breel Embolo;1;83;22;2015;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
17;SUI;SUI;Cedric Itten;0;13;5;2019;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
16;URU;URU;Luciano Rodriguez;0;4;0;2024;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
16;URU;URU;Ignacio Laquintana;0;2;1;2025;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
16;URU;URU;Agustin Alvarez;0;6;1;2021;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
16;URU;URU;Facundo Pellistrini;0;37;1.5;2022;RIGHT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
16;URU;URU;Federico Vinas;0;9;2;2023;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
16;URU;URU;Facundo Torres;0;22;2;2021;RIGHT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
16;URU;URU;Darwin Nunez;1;36;13;2019;CENTER;0;;0;;0;;0;1;0;;1;0;0;0;0;0
15;MEX;MEX;German Berterame;0;6;1;2024;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
15;MEX;MEX;Efrain Alvarez;0;6;1;2021;RIGHT;0;;0;;1;2025 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Julian Quiñones;0;18;2;2023;CENTER;0;;0;;1;2025 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Diego Lainez;0;32;3;2018;RIGHT;0;;0;;1;2023 Gold Cup;0;0;0;;0;1;0;0;0;0
15;MEX;MEX;Cesar Huerta;0;25;3;2023;LEFT;0;;0;;1;2025 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Roberto Alvarado;0;62;5;2018;RIGHT;0;;0;;1;x3 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Santiago Gimenez;0;46;6;2021;CENTER;0;;0;;1;x2 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Alexis Vega;0;49;7;2019;LEFT;0;;0;;1;x2 Gold Cup;0;0;0;;0;0;0;0;0;0
15;MEX;MEX;Angel Sepulveda;0;12;3;2016;CENTER;0;;0;;1;2025 Gold Cup;0;1;0;;0;0;0;0;0;0
15;MEX;MEX;Hirving Lozano;0;75;18;2016;LEFT;0;;0;;0;;0;1;0;;0;0;1;0;0;0
15;MEX;MEX;Raul Jimenez;1;123;44;2013;CENTER;0;;0;;1;x2 Gold Cup;0;1;0;;0;1;0;0;0;0
14;USA;USA;Max Arfsten;0;14;1;2025;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
14;USA;USA;Alex Zendejas;0;13;2;2023;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
14;USA;USA;Patrick Agyemang;0;12;5;2025;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
14;USA;USA;Haji Wright;0;20;7;2022;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
14;USA;USA;Folarin Bagolun;0;23;8;2023;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
14;USA;USA;Timothy Weah;0;47;7;2018;RIGHT;0;;0;;0;;0;0;0;;0;0;1;0;1;0
14;USA;USA;Ricardo Pepi;0;34;13;2021;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
14;USA;USA;Christian Pulisic;1;82;32;2016;RIGHT;0;;1;20/21 Champions League;0;;0;1;0;;1;0;1;1;0;0
13;COL;COL;Jaminton Campaz;0;8;0;2021;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Andres Gomez;0;4;2;2023;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Johan Carbonero;0;2;2;2025;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Cucho Hernandez;0;7;2;2018;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Yaser Asprilla;0;11;2;2022;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Luis Suarez;0;8;4;2020;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
13;COL;COL;Jhon Cordoba;0;19;5.75;2023;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
13;COL;COL;Rafael Borre;0;44;6.25;2019;CENTER;0;;0;;0;;0;1;0;;0;0;0;1;0;0
13;COL;COL;Luis Diaz;1;70;21;2018;LEFT;0;;0;;0;;0;1;0;;1;0;0;1;0;0
13;COL;COL;James Rodriguez;1;122;31;2011;CENTER;0;;1;x2 Champions League;0;;0;0;1;2014 WC Golden Boot;0;1;0;1;0;1
12;ITA;ITA;Mattia Zaccagni;0;13;1;2022;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
12;ITA;ITA;Riccardo Orsolini;0;13;2;2019;RIGHT;0;;0;;0;;0;0;0;;0;0;1;0;0;0
12;ITA;ITA;Matteo Politano;0;18;4;2018;RIGHT;0;;0;;0;;0;0;0;;0;0;1;0;0;0
12;ITA;ITA;Moise Kean;0;24;10;2018;CENTER;0;;0;;0;;0;0;0;;0;0;1;0;1;0
12;ITA;ITA;Mateo Retegui;0;26;10.5;2023;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
12;ITA;ITA;Giacomo Raspadori;1;45;11.49;2021;CENTER;0;;0;;1;2021 EURO;0;0;0;;0;0;1;0;0;0
11;MAR;MAR;Ilias Akhomach;0;10;0;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
11;MAR;MAR;Abde Ezarlouli;0;26;2;2022;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
11;MAR;MAR;Hamza Igamane;0;7;2;2025;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
11;MAR;MAR;Eliesse Ben Seghir;0;16;3;2024;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
11;MAR;MAR;Youssef En-Nesyri;0;85;25;2016;CENTER;0;;0;;0;;0;0;0;;0;1;0;0;0;0
11;MAR;MAR;Amine Adli;0;16;1;2023;LEFT;0;;0;;0;;0;1;0;;0;0;0;1;0;0
11;MAR;MAR;Brahim Diaz;0;15;8;2024;RIGHT;0;;1;23/24 Champions League;0;;0;1;0;;1;1;1;0;0;0
11;MAR;MAR;Ayoub El Kaabi;2;60;29;2018;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
10;CRO;CRO;Petar Musa;0;8;1;2023;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
10;CRO;CRO;Marco Pasalic;0;11;1;2023;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
10;CRO;CRO;Franjo Ivanovic;0;9;2;2025;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
10;CRO;CRO;Ante Budimir;0;35;6;2020;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
10;CRO;CRO;Andrej Kramaric;0;112;36;2014;CENTER;0;;0;;0;;0;1;0;;1;0;0;0;0;1
10;CRO;CRO;Ivan Perisic;2;150;38;2011;LEFT;0;;1;19/20 Champions League;0;;0;1;0;;0;1;1;1;0;0
10;CRO;CRO;Luka Modric;1;194;28;2006;CENTER;0;;1;x6 Champions League;0;;0;0;1;2018 Ballon d'or;0;1;0;0;0;1
9;GER;GER;Kevin Schade;0;5;0;2023;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
9;GER;GER;Jamie Leweling;0;4;1;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;1;0;0
9;GER;GER;Jonathan Burkardt;0;5;0;2024;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
9;GER;GER;Maximilian Beier;0;7;0;2024;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
9;GER;GER;Nick Woltermade;0;8;4;2025;CENTER;0;;0;;0;;0;1;0;;0;0;0;1;0;0
9;GER;GER;Karim Adeyemi;0;11;1;2021;RIGHT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
9;GER;GER;Joshua Kimmich;0;106;10;2016;CENTER;0;;1;19/20 Champions League;0;;0;0;0;;0;0;0;1;0;1
9;GER;GER;Leroy Sane;0;72;16;2015;RIGHT;0;;0;;0;;0;0;0;;1;0;0;1;0;0
9;GER;GER;Serge Gnarby;1;57;25;2016;LEFT;0;;1;19/20 Champions League;0;;0;1;0;;1;0;0;1;0;0
8;BEL;BEL;Malick Fofana;0;5;1;2024;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
8;BEL;BEL;Dodi Lukebakio;0;27;2;2020;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
8;BEL;BEL;Lois Openda;0;31;3;2022;CENTER;0;;0;;0;;0;0;0;;0;0;0;1;0;0
8;BEL;BEL;Leandro Trossard;0;50;11;2020;LEFT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
8;BEL;BEL;Jeremy Doku;0;39;7;2020;LEFT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
8;BEL;BEL;Michy Batshuayi;0;55;27;2015;CENTER;0;;0;;0;;0;1;0;;1;1;0;0;0;0
8;BEL;BEL;Romero Lukaku;1;124;89;2010;CENTER;0;;0;;0;;0;1;0;;1;0;1;0;0;0
7;NED;NED;Noah Lang;0;15;3;2021;LEFT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
7;NED;NED;Donyell Malen;0;49;13;2019;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
7;NED;NED;Wout Weghorst;0;49;14;2018;CENTER;0;;0;;0;;0;1;0;;1;0;0;0;0;0
7;NED;NED;Cody Gakpo;0;46;19;2021;LEFT;0;;0;;0;;0;1;0;;1;0;0;0;0;0
7;NED;NED;Memphis Depay;1;108;55;2013;CENTER;0;;0;;0;;0;1;0;;1;1;0;0;0;0
7;NED;NED;Virgil van Dijk;1;88;11;2015;CENTER;0;;1;18/19 Champions League;0;;0;0;1;2019 UEFA POTY;1;0;0;0;0;1
6;POR;POR;Francisco Conceicao;0;13;3;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
6;POR;POR;Francisco Trincao;0;14;1.5;2020;RIGHT;0;;0;;0;;0;0;0;;0;1;0;0;0;0
6;POR;POR;Pedro Neto;0;21;2;2020;RIGHT;0;;1;2025 Club World Cup;0;;0;0;0;;1;0;1;0;0;0
6;POR;POR;Goncalo Ramos;0;22;10;2022;CENTER;0;;1;24/25 Champions League;0;;0;0;0;;0;0;0;0;1;0
6;POR;POR;Pedro Goncalves;0;4;0;2021;LEFT;0;;0;;0;;0;1;0;;0;0;0;0;0;0
6;POR;POR;Rafael Leao;0;43;5;2021;LEFT;0;;0;;0;;0;1;0;;0;0;1;0;0;0
6;POR;POR;Joao Felix;0;50;11;2019;CENTER;0;;0;;0;;0;1;0;;1;1;0;0;0;0
6;POR;POR;Bernarndo Silva;0;107;14;2015;CENTER;0;;1;22/23 Champions League;0;;0;1;0;;1;0;0;0;1;1
6;POR;POR;Bruno Fernandes;0;85;28;2017;CENTER;0;;0;;0;;0;1;0;;1;0;0;0;0;1
6;POR;POR;Cristiano Ronaldo;1;226;143;2003;CENTER;0;;1;x5 Champions League;1;2016 EURO;1;0;1;x5 Ballon d'or;1;1;1;0;0;0
5;BRA;BRA;Igor Jesus;0;5;1;2024;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
5;BRA;BRA;Matheus Cunha;0;19;1.25;2021;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;0;0
5;BRA;BRA;Luiz Enrique;0;11;2;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
5;BRA;BRA;Gabriel Martinelli;0;20;3;2022;LEFT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
5;BRA;BRA;Endrick Felipe;0;14;3;2023;CENTER;0;;0;;0;;0;0;0;;0;1;0;0;0;0
5;BRA;BRA;Estevao Willian;0;11;5;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
5;BRA;BRA;Rodrygo Goes;0;37;9;2019;RIGHT;0;;1;x2 Champions League;0;;0;0;0;;0;1;0;0;0;0
5;BRA;BRA;Raphinha Dias;0;36;11;2021;LEFT;0;;0;;0;;0;1;0;;0;1;0;0;0;0
5;BRA;BRA;Richarlison;1;54;20;2018;CENTER;0;;0;;1;18/19 Copa America;0;1;0;;1;0;0;0;0;0
5;BRA;BRA;Vinicius Junior;1;45;8;2019;LEFT;0;;1;x2 Champions League;0;;0;0;1;2024 FIFA The Best;0;1;0;0;0;0
4;ENG;ENG;Jarrod Bowen;0;20;1;2022;RIGHT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
4;ENG;ENG;Anthony Gordon;0;16;2;2024;LEFT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
4;ENG;ENG;Bukayo Saka;0;48;14;2020;RIGHT;0;;0;;0;;0;0;0;;1;0;0;0;0;0
4;ENG;ENG;Jadon Sancho;0;23;3;2018;LEFT;0;;0;;0;;0;1;0;;1;0;0;1;0;0
4;ENG;ENG;Phil Foden;0;47;4;2020;RIGHT;0;;1;22/23 Champions League;0;;0;1;0;;1;0;0;0;0;0
4;ENG;ENG;Ollie Watkins;0;20;5.5;2021;CENTER;0;;0;;0;;0;1;0;;0;0;0;0;0;0
4;ENG;ENG;Jude Bellingham;0;46;6.49;2020;CENTER;0;;1;23/24 Champions League;0;;0;1;0;;0;1;0;1;0;0
4;ENG;ENG;Marcus Rashford;0;68;18;2016;LEFT;0;;0;;0;;0;1;0;;1;0;0;0;0;0
4;ENG;ENG;Harry Kane;1;112;78;2015;CENTER;0;;0;;0;;0;0;1;23/24 Golden Boot;0;0;0;1;0;0
3;FRA;FRA;Hugo Ekitike;0;6;1;2025;CENTER;0;;0;;0;;0;0;0;;0;0;0;0;1;0
3;FRA;FRA;Maghnes Akliouche;0;5;1;2025;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
3;FRA;FRA;Florian Thauvin;0;13;1.5;2017;CENTER;1;2018 World Cup;0;;1;;0;0;0;;0;0;0;0;0;0
3;FRA;FRA;Bradley Barcola;0;18;3;2024;LEFT;0;;1;24/25 Champions League;0;;0;0;0;;0;0;0;0;1;0
3;FRA;FRA;Michael Olise;0;13;4;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;1;0;0
3;FRA;FRA;Kingsley Coman;0;61;8;2015;LEFT;0;;1;19/20 Champions League;0;;0;0;0;;0;0;1;1;1;0
3;FRA;FRA;Christopher Nkunku;0;18;2;2022;CENTER;0;;1;2025 Club World Cup;0;;0;1;0;;1;0;0;1;1;0
3;FRA;FRA;Randal Kolo Muani;0;31;9;2022;CENTER;0;;1;24/25 Champions League;0;;0;1;0;;0;0;0;0;1;0
3;FRA;FRA;Ousmane Dembele;1;57;7;2016;CENTER;1;2018 World Cup;1;24/25 Champions League;1;;1;0;1;2025 Ballon d'or;0;1;0;1;1;0
3;FRA;FRA;Kylian Mbappe;1;94;55;2017;CENTER;1;2018 World Cup;0;;1;;0;0;1;24/25 Golden Boot;0;1;0;0;1;0
2;ARG;ARG;Franco Mastantuono;0;3;0;2025;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
2;ARG;ARG;Giuliano Simeone;0;9;1;2024;RIGHT;0;;0;;0;;0;0;0;;0;0;0;0;0;0
2;ARG;ARG;Thiago Almada;0;12;4;2022;LEFT;1;2022 World Cup;0;;1;;0;0;0;;0;0;0;0;0;0
2;ARG;ARG;Nico Gonzalez;0;48;6;2019;LEFT;0;;0;;1;x2 Copa America;0;0;0;;0;0;0;0;0;0
2;ARG;ARG;Julian Alvarez;0;49;13;2021;CENTER;1;2022 World Cup;1;22/23 Champions League;1;x2 Copa America;1;1;0;;1;0;0;0;0;0
2;ARG;ARG;Lautaro Martinez;0;75;36;2018;CENTER;1;2022 World Cup;0;;1;x2 Copa America;0;1;0;;0;0;1;0;0;0
2;ARG;ARG;Lionel Messi;1;196;115;2005;RIGHT;1;2022 World Cup;1;x4 Champions League;1;x2 Copa America;1;0;1;x8 Ballon d'or;0;1;0;0;1;0
1;ESP;ESP;Alex Baena;0;14;2;2023;LEFT;0;;0;;1;2024 EURO;0;0;0;;0;1;0;0;0;0
1;ESP;ESP;Yeremy Pino;0;19;4;2021;RIGHT;0;;0;;0;;0;0;0;;0;1;0;0;0;0
1;ESP;ESP;Nico Williams;0;30;6;2022;LEFT;0;;0;;1;2024 EURO;0;0;0;;0;1;0;0;0;0
1;ESP;ESP;Mikel Oyarzabal;0;51;22;2016;CENTER;0;;0;;1;2024 EURO;0;0;0;;0;1;0;0;0;0
1;ESP;ESP;Alvaro Morata;1;87;37;2020;CENTER;0;;1;x2 Champions League;1;2024 EURO;1;0;0;;1;1;1;0;0;0
1;ESP;ESP;Borja Iglesias;0;5;0;2022;CENTER;0;;0;;0;;0;1;0;;0;1;0;1;0;0
1;ESP;ESP;Lamine Yamal;1;23;6;2023;RIGHT;0;;0;;1;2024 EURO;0;1;0;;0;1;0;0;0;0
1;ESP;ESP;Dani Olmo;0;46;12;2019;CENTER;0;;0;;1;2024 EURO;0;1;0;;0;1;0;1;0;1
1;ESP;ESP;Ferran Torres;0;53;23;2020;CENTER;0;;0;;1;2024 EURO;0;1;0;;1;1;0;0;0;0
